node,time_s,breaths_per_min,band_power_ratio
1,46.313,18.172,0.375
1,46.363,18.172,0.375
1,46.417,18.172,0.375
1,46.465,18.172,0.375
1,46.517,18.172,0.375
1,46.569,18.172,0.375
1,46.62,18.172,0.375
1,46.671,18.172,0.375
1,46.723,18.172,0.375
1,46.773,18.172,0.375
1,46.825,18.172,0.375
1,46.876,18.172,0.375
1,46.977,18.172,0.375
1,47.029,15.901,0.75
1,47.085,15.901,0.75
1,47.183,15.901,0.75
1,47.253,15.901,0.75
1,47.29,15.901,0.75
1,47.309,15.901,0.75
1,47.359,15.901,0.75
1,47.388,15.901,0.75
1,47.426,15.901,0.75
1,47.509,15.901,0.75
1,47.558,15.901,0.75
1,47.63,15.901,0.75
1,47.681,15.901,0.75
1,47.715,15.901,0.75
1,47.762,15.901,0.75
1,47.805,15.901,0.75
1,47.859,15.901,0.75
1,47.899,15.901,0.75
1,47.951,15.901,0.75
1,48.004,15.901,0.625
1,48.057,15.901,0.625
1,48.181,15.901,0.625
1,48.206,15.901,0.625
1,48.23,15.901,0.625
1,48.308,15.901,0.625
1,48.333,15.901,0.625
1,48.363,15.901,0.625
1,48.386,15.901,0.625
1,48.412,15.901,0.625
1,48.435,15.901,0.625
1,48.484,15.901,0.625
1,48.514,15.901,0.625
1,48.547,15.901,0.625
1,48.593,15.901,0.625
1,48.616,15.901,0.625
1,48.669,15.901,0.625
1,48.718,15.901,0.625
1,48.865,15.901,0.625
1,48.918,13.629,0.625
1,48.94,13.629,0.625
1,48.991,13.629,0.625
1,49.026,13.629,0.625
1,49.101,13.629,0.625
1,49.128,13.629,0.625
1,49.18,13.629,0.625
1,49.249,13.629,0.625
1,49.299,13.629,0.625
1,49.334,13.629,0.625
1,49.421,13.629,0.625
1,49.528,13.629,0.625
1,49.554,13.629,0.625
1,49.58,13.629,0.625
1,49.627,13.629,0.625
1,49.659,13.629,0.625
1,49.761,13.629,0.625
1,49.811,13.629,0.625
1,49.845,13.629,0.625
1,49.898,15.901,0.625
1,49.947,15.901,0.625
1,50.0,15.901,0.625
1,50.05,15.901,0.625
1,50.102,15.901,0.625
1,50.152,15.901,0.625
1,50.205,15.901,0.625
1,50.255,15.901,0.625
1,50.308,15.901,0.625
1,50.358,15.901,0.625
1,50.464,15.901,0.625
1,50.562,15.901,0.625
1,50.632,15.901,0.625
1,50.668,15.901,0.625
1,50.716,15.901,0.625
1,50.767,15.901,0.625
1,50.818,15.901,0.625
1,50.87,15.901,0.625
1,50.923,15.901,0.625
1,50.971,15.901,0.625
1,51.024,15.901,0.625
1,51.074,15.901,0.625
1,51.128,15.901,0.625
1,51.177,15.901,0.625
1,51.243,15.901,0.625
1,51.279,15.901,0.625
1,51.374,15.901,0.625
1,51.398,15.901,0.625
1,51.449,15.901,0.625
1,51.484,15.901,0.625
1,51.586,15.901,0.625
1,51.637,15.901,0.625
1,51.688,15.901,0.625
1,51.74,15.901,0.625
1,51.792,15.901,0.625
1,51.893,15.901,0.625
1,51.985,15.901,0.625
1,52.014,15.901,0.625
1,52.089,15.901,0.625
1,52.193,15.901,0.625
1,52.268,15.901,0.625
1,52.302,15.901,0.625
1,52.399,15.901,0.625
1,52.497,15.901,0.625
1,52.524,15.901,0.625
1,52.549,15.901,0.625
1,52.61,15.901,0.625
1,52.662,15.901,0.625
1,52.713,15.901,0.625
1,52.788,15.901,0.625
1,52.815,15.901,0.625
1,52.905,15.901,0.625
1,52.934,15.901,0.625
1,52.985,15.901,0.625
1,53.019,15.901,0.625
1,53.11,15.901,0.625
1,53.139,15.901,0.625
1,53.211,13.629,0.625
1,53.242,13.629,0.625
1,53.327,13.629,0.625
1,53.471,13.629,0.625
1,53.62,13.629,0.625
1,53.651,13.629,0.625
1,53.702,13.629,0.625
1,53.736,13.629,0.625
1,53.788,13.629,0.625
1,53.857,13.629,0.625
1,53.907,13.629,0.625
1,53.941,13.629,0.625
1,53.993,13.629,0.625
1,54.043,13.629,0.625
1,54.096,13.629,0.625
1,54.149,13.629,0.625
1,54.248,13.629,0.625
1,54.3,13.629,0.625
1,54.352,13.629,0.625
1,54.391,15.901,0.75
1,54.453,15.901,0.75
1,54.489,15.901,0.75
1,54.53,15.901,0.75
1,54.556,15.901,0.75
1,54.579,15.901,0.75
1,54.617,15.901,0.75
1,54.632,15.901,0.75
1,54.658,15.901,0.75
1,54.71,15.901,0.75
1,54.76,15.901,0.75
1,54.813,15.901,0.75
1,54.864,15.901,0.75
1,54.898,15.901,0.75
1,54.951,15.901,0.75
1,54.982,15.901,0.75
